276464.4 3363160.75 3280728.1146357674 3445593.3853642326
279867.9 3464849.55 3390073.5245009502 3539625.5754990494
280553.15 3553644.65 3485403.704800537 3621885.595199463
283980.1 3451075.2 3404238.3471662044 3497912.052833796
286009.35 3428406.35 3384151.4822551287 3472661.2177448715
286422.6 3516619.95 3449242.5950081507 3583997.3049918497
286842.4 3441332.05 3417061.1703767776 3465602.929623222
287727.8 3479817.95 3460254.308211595 3499381.5917884056
288029.75 3357054.8 3329216.8717298494 3384892.7282701503
288036.95 3404590.85 3391825.8260615403 3417355.87393846
288677.2 3427947.4 3417992.4283285416 3437902.3716714582
288713.25 3417154.75 3406259.329682573 3428050.170317427
288838.7 3458908.95 3417314.207593914 3500503.6924060863
289770.6 3457190.2 3423104.5088492087 3491275.8911507917
289877.1 3499402.25 3444143.5037701083 3554660.9962298917
290186.8 3440804.25 3407655.325128938 3473953.174871062
290767.6 3450282.55 3410602.9315701285 3489962.168429871
291390.95 3499253.05 3457961.291086705 3540544.8089132947
291413.1 3494366.75 3457087.0435637403 3531646.4564362597
292242.9 3489448.15 3470310.5939875445 3508585.7060124553
292503.9 3385004.6 3368001.000875044 3402008.199124956
292890.5 3467602.8 3427149.2942322018 3508056.305767798
293009.7 3559642.5 3527504.204437965 3591780.795562035
293772.7 3491479.2 3478084.5870600156 3504873.8129399847
294303.3 3767197.8 3666865.8028752287 3867529.797124771
295698.9 3544354.35 3526441.306812449 3562267.3931875513
298274.0 3633931.35 3597022.3990146546 3670840.3009853456
299281.9 3621011.75 3572399.08306752 3669624.41693248
301957.8 3674753.4 3652779.700405558 3696727.0995944417
303450.8 3704107.35 3650509.825222255 3757704.874777745
305124.85 4053374.75 3986440.901818117 4120308.598181883
309754.8 4596345.45 4558167.637585392 4634523.262414608
310309.85 3868889.3 3834018.817818572 3903759.782181428
