19839.7 3341611.1 3309737.2884848397 3373484.9115151605
21237.7 3447558.3 3412689.231635333 3482427.3683646666
21270.0 3577494.3 3477437.9915249934 3677550.608475006
21275.2 3423122.7 3352058.2615420003 3494187.138458
21315.8 3502380.7 3433460.7551794825 3571300.644820518
21463.7 3410252.6 3377978.611596503 3442526.5884034974
21474.0 3466423.6 3430646.095677398 3502201.104322602
21519.8 3465193.1 3449101.756591471 3481284.4434085293
21615.7 3446862.0 3427233.0641624522 3466490.9358375478
21714.3 3421971.1 3399284.3566040588 3444657.8433959414
21762.6 3482272.2 3464752.3408774133 3499792.059122587
21803.4 3476340.2 3452256.9589442303 3500423.44105577
21848.2 3557099.1 3486903.030930355 3627295.169069645
21952.8 3510322.3 3480918.878585204 3539725.7214147956
21981.3 3483604.6 3474231.111392636 3492978.0886073643
22018.0 3510946.6 3496364.515615577 3525528.6843844233
22041.6 3490754.0 3476114.808426697 3505393.191573303
22134.3 3535305.3 3527377.9089952973 3543232.6910047024
22209.6 3539290.8 3523707.8523384924 3554873.747661507
22378.8 3606450.5 3557595.69011625 3655305.30988375
22463.1 3614563.8 3573215.760654268 3655911.839345732
22594.5 3524488.1 3509525.9482686403 3539450.25173136
22776.5 3639838.9 3538160.469937915 3741517.330062085
22930.5 3638276.3 3613432.8433975703 3663119.7566024293
23144.1 3615541.5 3590462.2083271216 3640620.7916728784
23578.1 3802917.1 3716747.262104312 3889086.937895688
23938.7 3808190.0 3778815.8144260044 3837564.1855739956
24349.9 3922722.2 3844712.240765366 4000732.1592346346
24887.6 3992635.2 3974240.1448453884 4011030.255154612
25895.3 4129924.2 4114330.920444395 4145517.4795556054
26853.8 4364722.1 4341716.6534123365 4387727.546587663
28722.0 4871203.1 4828782.690596139 4913623.50940386
32595.8 6217738.0 6172245.416351574 6263230.583648426
