41.625 8170034.262860139 8248004.877135761 8112360.122919151
79.21875 15428091.888242837 17034346.503898885 14886218.531026708
116.8125 21340042.787430823 21425341.9127672 21126612.302228034
154.40625 27934851.216163393 28148586.299147975 27802579.762600522
768.0 113125076.61894198 113680685.04027802 112491765.03512898
1344.0 173065897.0105048 192796024.6278978 166058521.98159567
1920.0 216651297.55553243 226619942.03950208 209878408.896377
2496.0 285056906.0943867 310855173.1412813 270009963.6830008
5734.40625 502706294.3736367 521077764.7910638 487214696.0205244
8396.8125 560881329.2141526 578661966.0102059 549217049.8390982
11059.21875 596726922.5099635 657268095.6565337 574849914.5190436
13721.625 584493434.3825763 593148027.3339261 572736579.5659571
19660.8125 628285913.226906 647426511.545287 614380441.5765061
22937.625 627700868.8334109 634845450.6316899 619086781.6694396
26214.40625 664515731.1888201 753465075.2766036 632907450.7134211
29491.21875 665401239.8283393 754134733.6142479 634540408.1166444
